experiment_duration,user_id,enthusiast,age,gender,education,region,openness,conscientiousness,Extroversion,agreeableness,neuroticism,Familiarity_SelectedSong,PleasantSurprise_SelectedSong,MatchInterests_SelectedSong,selected_recommendation_id,selected_position,explanation,explanation type,confidence,usefulness,persuasion,transparency,comprehensibility,fairness,accuracy,compelling,check,trustworthy,satisfaction,system,comment,quality_Agreeableness,quality_Conscientiousness,quality_Extroversion,quality_Neuroticism,quality_Openness,quality_FeatureBased,taste_Agreeableness,taste_Conscientiousness,taste_Extroversion,taste_Neuroticism,taste_Openness,taste_FeatureBased,listen_Agreeableness,listen_Conscientiousness,listen_Extroversion,listen_Neuroticism,listen_Openness,listen_FeatureBased
0:12:37,632,4,3,1,6,2,4.0,2.75,2.0,3.75,3.0,4,5,5,2041,4,"Uma sonoridade atmosférica e mística proporciona uma experiência envolvente e introspectiva. As letras poéticas evocam imagens ricas e emotivas, desafiando interpretações convencionais. Elementos instrumentais inovadores criam um ambiente sonoro único, estimulando a exploração interna. Ideal para quem aprecia camadas de significado que se desdobram a cada audição, despertando novas sensações.",openness,2,4,4,2,4,3,5,2,3,4,4,5,,5,4,4,5,5,4,5,4,4,5,5,4,4,5,4,5,5,4
0:09:03,639,3,1,1,1,5,3.25,3.75,2.75,4.75,3.0,5,5,5,2057,2,"Esta vibrante melodia pop oferece uma fusão de energia otimista e letras carinhosas, criando uma atmosfera acolhedora e revitalizante. Sua combinação de ritmos envolventes e mensagens positivas inspira confiança e alegria. O ritmo cativante e a harmonia delicada ajudam a elevar o humor e a promover um sentimento de conexão e paz.",neuroticism  ,4,3,4,4,4,3,3,4,3,4,4,3,,4,4,4,5,5,4,3,3,4,5,5,3,3,3,4,5,5,3
0:15:26,641,5,4,1,6,4,3.0,4.0,2.75,4.25,3.75,5,5,5,2064,3,"Essa canção vibrante e repleta de emoção ressoa com quem adora manifestações intensas de amor e carinho. A melodia envolvente e a letra apaixonada cultivam conexões genuínas, espelhando a alegria de viver. Ideal para quem aprecia momentos compartilhados e celebra o poder das relações humanas de forma exuberante e sincera.",Extroversion,5,4,4,5,5,5,5,5,3,4,4,4,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4
0:15:19,643,5,2,1,3,5,5.0,4.75,5.0,4.75,2.0,4,4,4,2077,4,"Sua melodia potente combina intensidade emocional com estrutura clara, refletindo determinação e compromisso. As letras evocam desafios superados com resiliência, ressoando com quem planeja cuidadosamente. A produção bem definida e harmonias precisas oferecem uma experiência sonora rica, alinhando foco e dedicação com a profundidade emocional, ideal para quem aprecia ordem e profundidade.",conscientiousness,4,5,4,5,4,4,5,4,3,5,5,5,,5,5,5,4,5,4,5,5,5,4,4,5,5,4,4,4,4,4
0:10:31,648,4,4,1,1,5,3.75,4.0,3.75,4.0,3.5,4,4,4,2088,3,"Esta canção é um hino pop energético repleto de vibrações otimistas e alegres, ideal para encantar corações e celebrar conexões humanas. Seu ritmo contagiante e melodias cativantes inspiram sorrisos espontâneos, espalhando positividade. A letra valoriza interações genuínas e calorosas, refletindo uma perspectiva acolhedora que ressoa com almas calorosas e receptivas.",agreeableness ,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4
0:16:33,649,5,4,1,4,2,3.25,3.75,2.0,5.0,4.75,5,5,5,2095,4,"Um som acústico suave envolve a alma em reflexão e serenidade. Melodia introspectiva e letras poéticas promovem conexão emocional, valorizando momentos transitórios da vida. Sua harmonia calma ressoa com sensibilidade e empatia, oferecendo conforto e inspiração para ouvir e contemplar, proporcionando paz interior e apreciação da beleza efêmera do mundo.",agreeableness ,5,5,5,5,5,4,4,5,3,5,4,5,,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
0:21:12,650,4,4,1,3,3,4.5,4.25,5.0,5.0,1.25,5,5,5,2107,4,"A sonoridade vibrante e diversa, combinada com letras que evocam maravilhas e celebração, desperta sensações inexploradas e convida à introspecção. Os elementos culturais e instrumentais criam uma atmosfera rica e única, instigando a exploração emocional. Ideal para quem busca transcender convenções e mergulhar em uma jornada sensorial única e envolvente.",openness,4,5,4,4,4,4,4,4,3,4,4,4,Fiquei bastante intrigada com a música 3,4,4,5,5,3,5,4,4,4,5,3,4,4,4,4,5,3,4
0:14:02,651,5,7,1,2,4,4.25,3.5,4.5,4.75,3.5,1,1,1,2098,1,"Esta faixa apresenta uma batida enérgica e pulsante, com uma produção vibrante que destaca ritmos eletrônicos e percussivos. Os vocais rítmicos e envolventes incentivam o movimento, enquanto o refrão marcante serve como âncora. A estrutura dinâmica mantém o ouvinte engajado, tornando-a perfeita para momentos de intensidade física.",feature based,5,5,5,5,5,5,5,5,3,5,5,5,Gostaria de poder ouvir as músicas...,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:10:26,652,3,4,1,2,2,3.5,4.0,4.0,4.0,1.75,5,5,5,2085,6,"Melodia suave e acolhedora, transporta calor e empatia. Letras carregadas de emoção e vulnerabilidade criam uma conexão instantânea, evocando sentimentos profundos de pertencimento e compreensão. Harmonias envolventes refletem ternura e compaixão, ressoando com aqueles que valorizam relações autênticas. Ritmo delicado promove tranquilidade, fortalecendo laços interpessoais e um espírito acolhedor.",agreeableness ,4,4,3,4,4,4,4,4,3,4,4,4,"Músicas devem haver concordância nas letras e melodia, frases que toquem o coração ",4,4,3,4,2,2,4,4,3,4,2,2,4,4,3,4,2,2
0:40:55,653,5,4,1,6,5,4.5,4.25,5.0,5.0,1.5,1,4,4,2141,2,"A música oferece um poderoso escape emocional, com vocais expressivos que ressoam profundamente, permitindo a liberação de sentimentos reprimidos. A melodia envolvente proporciona um equilíbrio entre intensidade e libertação, promovendo catarse e autorreflexão. Sua letra autêntica incentiva a aceitação e a força interior, tornando-se um trilha sonora de empoderamento pessoal.",neuroticism  ,5,5,5,5,5,5,5,5,3,3,3,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:09:21,656,3,1,1,2,4,3.75,3.25,5.0,4.5,3.75,5,5,5,2121,6,"Escolha surpreendente com batida cativante e energia intensa. Estimula emoção e envolvimento, enquanto mantém autenticidade e expressividade. Letras evocativas refletem paixão e dedicação, resonando com quem busca conexões significativas. Perfeita para quem aprecia harmonia e intensidade emocional, sem comprometer integridade e calor humano. Unifica ritmo envolvente com sentimentos profundos.",agreeableness ,4,4,5,4,3,3,4,3,3,3,4,4,,3,2,4,3,4,4,5,2,4,3,3,5,4,2,4,2,3,4
0:19:02,657,4,4,2,6,2,4.25,4.25,3.5,4.25,2.0,1,3,2,2122,1,"A energia poderosa inspira coragem, incentivando a superar desafios. A letra motiva a resiliência e autoconfiança, ressoando com aqueles que se importam com os outros, mas precisam lembrar de cuidar de si mesmos também. Harmoniza sentimentos de determinação com empatia, criando uma trilha sonora ideal para alcançar e apoiar objetivos pessoais.",agreeableness ,3,4,4,5,5,3,3,4,3,5,5,5,,4,5,4,5,5,3,4,5,4,5,5,3,4,5,4,5,5,2
0:12:32,658,4,3,1,2,4,2.75,3.0,2.0,4.75,5.0,5,5,5,2130,3,"Esta canção apresenta guitarras afiadas e riffs intensos, combinados com um ritmo acelerado e bateria explosiva que capturam a energia do metal moderno. Os solos são virtuosos, e o vocal potente guia uma narrativa lírica intrigante. A complexidade instrumental desafia e empolga, tornando-se uma experiência sonora inesquecível.",feature based,1,5,5,4,5,5,3,4,3,4,5,5,,5,4,5,5,4,5,2,5,1,1,3,5,1,4,1,1,3,5
0:08:19,660,4,1,1,1,5,3.75,3.5,1.75,3.5,4.5,5,5,5,2135,2,"Este som é uma explosão de energia e inovação, capturando a jornada de autodescoberta e ousadia. Com ritmos pulsantes e letras inspiradoras, ele incentiva a enfrentar desafios com confiança. Sua sonoridade provocante e cativante ressoa profundamente, ideal para mentes que apreciam viagens musicais únicas e emocionantes.",openness,5,4,3,5,4,3,4,4,3,4,5,4,,5,5,4,5,5,5,4,3,3,3,5,4,3,5,3,4,5,4
0:15:23,661,3,3,1,2,2,4.0,3.75,3.5,4.25,2.0,4,4,4,2147,2,"Esta canção combina batidas animadas e uma produção polida que cria uma experiência auditiva envolvente. A mistura de elementos pop e dance, juntamente com um vocal cativante e melodias memoráveis, resulta em uma faixa energética e vibrante, ideal para animar qualquer ambiente e tornar qualquer playlist irresistivelmente dançante.",feature based,3,4,2,3,3,4,4,3,3,3,3,3,,5,3,4,4,3,4,4,3,4,4,3,4,4,2,4,4,2,4
0:23:12,664,4,2,1,5,4,3.0,3.75,3.0,3.5,3.0,5,4,5,2160,3,"Esta faixa combina harmoniosamente batidas eletrônicas energizantes com melodias de piano, criando uma experiência auditiva dinâmica e cativante. Com vocais suaves e crescentes acompanhados por um arranjo instrumental envolvente, a composição promove um ambiente sonoro expansivo e inspirador, perfeito para momentos de reflexão ou para elevar sua energia.",feature based,3,4,4,3,4,4,4,3,3,3,3,5,,4,4,4,5,4,5,4,4,3,4,3,3,3,3,3,4,3,4
0:09:28,666,4,2,1,4,1,4.0,4.0,3.25,4.0,3.25,5,4,5,2155,4,"Essa música celebra momentos de superação e conquistas que surgem após dedicação e esforço, ressoando com indivíduos que valorizam estabilidade e planejamento. A melodia animada e a letra otimista reforçam uma sensação de satisfação ao alcançar objetivos, inspirando persistência e o reconhecimento do valor de uma trajetória bem trilhada.",conscientiousness,4,4,4,3,3,4,4,4,3,4,4,4,"Gostei muito da experiência, com certeza me ajudaria a encontrar músicas de que gosto com mais facilidade !!",4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4
0:07:54,668,4,4,1,2,5,4.25,4.0,4.0,4.25,3.0,4,4,3,2175,6,"Esta faixa combina uma batida envolvente com uma produção sofisticada que destaca um equilíbrio perfeito de ritmo e melodia. Os versos seguem um fluxo cativante, e a colaboração adiciona um contraste dinâmico, criando uma experiência sonora intensa. A harmonia entre as vozes e a instrumentação resulta em uma audição inesquecível.",feature based,4,4,4,3,4,4,3,3,3,4,4,4,,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4
0:12:10,669,5,3,1,6,3,3.25,3.75,2.5,5.0,3.0,5,5,5,2182,1,"Descubra uma canção que combina ritmos acústicos envolventes com harmonias vocais marcantes. É guiada por acordes suaves de violão que evoluem para uma crescente instrumental poderosa. A letra poética oferece narrativas vívidas, enquanto o refrão cativante permanece na memória. Ideal para aqueles que apreciam folk enriquecido com profundidade lírica e melódica.",feature based,5,4,4,2,2,3,3,4,3,4,4,4,,3,5,4,4,2,5,3,5,5,4,2,5,2,5,4,4,2,5
0:09:58,670,5,4,2,4,2,4.0,4.25,1.5,4.25,4.5,5,5,5,2178,3,"Um som envolvente e energético transporta você para uma atmosfera urbana eletrizante, incorporando nostalgia e aventura. As guitarras potentes evocam liberdade e descobertas, enquanto a melodia cativante desperta emoções e memórias. A expressividade lírica promove momentos de introspecção, ideal para quem aprecia a magia de explorar novos horizontes sonoros e mentais.",openness,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:11:18,673,3,2,1,2,2,3.75,3.5,2.75,3.75,2.75,2,4,2,2199,6,"Esta faixa combina uma batida enérgica com elementos eletrônicos e instrumentais marcantes. O ritmo é intenso e cativante, mantendo uma progressão dinâmica que surpreende o ouvinte. A produção é detalhista, com camadas sonoras convincentes que capturam a atenção. É perfeita para quem aprecia inovação e complexidade musical.",feature based,4,4,4,3,4,4,4,3,3,4,4,4,"Gostei da forma como a música foi descrita
Ajudou a decidir se incluiria ela em uma playlist ou não ",4,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4
0:10:44,677,4,4,1,3,4,4.5,3.5,4.5,4.5,4.5,5,5,5,2211,6,"Esta canção oferece uma melodia introspectiva e emocionante, destacando a vulnerabilidade e a busca de significado. As letras profundas e o instrumental envolvente criam uma atmosfera acolhedora, ideal para quem aprecia a beleza nas emoções humanas. A voz poderosa transmite sinceridade e conexão genuína, ressoando com corações abertos e empáticos.",agreeableness ,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,4,4,2,3,4,3,4,3,2,2,4,3,4,3,2,2
0:14:45,679,4,3,1,3,4,3.0,3.0,3.0,5.0,4.5,4,5,4,2219,2,"Esta faixa oferece uma viagem sonora reconfortante e esperançosa, suavizando o espírito com suas melodias cativantes e letras inspiradoras. Ela transporta para um universo imaginativo, elevando o humor e promovendo tranquilidade. Ideal para momentos de reflexão, alivia o peso emocional e desperta uma sensação revitalizante de empoderamento e calma interior.",neuroticism  ,4,4,3,4,4,4,4,4,3,4,4,5,,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4
0:19:31,680,4,1,1,1,4,4.5,2.5,3.0,4.25,4.75,2,4,2,2227,4,"Esta composição apresenta uma fusão hipnotizante de guitarra acústica e bateria marcante, embalada por vocais dinâmicos e progressivos. A estrutura rítmica cativante guia o ouvinte por uma jornada sonora intricada e bem orquestrada, enquanto a linha de baixo pulsante adiciona profundidade, criando uma experiência auditiva rica e envolvente do começo ao fim.",feature based,3,4,2,1,3,3,4,4,3,4,4,1,Eu acredito que essa não seja uma forma muito boa de descobrir músicas. A explicação pode acabar fazendo com que a pessoa não goste da música antes msm de escuta-la.,4,2,4,5,5,4,4,2,3,4,5,4,4,3,4,5,5,2
0:13:26,683,5,4,1,4,4,4.5,4.0,2.25,4.75,4.25,5,5,5,2231,2,"Esta música mistura pop energético com colaborações surpreendentes, criando uma sonoridade vibrante e rica. As letras exploram temas emocionais de forma leve, mas significativa, incentivando pensamentos profundos. As melodias cativantes e a coreografia visualmente deslumbrante oferecem um convite irresistível para mergulhar em um mundo criativo e inovador, estimulando todos os sentidos.",openness,5,4,5,5,3,4,5,5,3,4,4,5,"Poderia ter uma linguagem menos formal, pq as músicas escolhidas são jovens e atuais, palavras tem que chamar os jovens e deixar eles curiosos pra ouvir",5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4
0:14:05,685,5,3,2,4,2,4.0,3.5,4.0,4.25,2.75,2,3,3,2239,4,"Esta faixa destaca-se pela sua produção minimalista e atmosfera etérea, com um arranjo meticuloso de instrumentos que evolui lentamente. A combinação de vocais melódicos e harmonias sutis cria uma ambiência envolvente. Os elementos rítmicos delicados e variações sonoras fazem dela uma experiência auditiva rica e imersiva, perfeita para contemplação.",feature based,4,4,3,4,5,5,4,3,3,4,4,5,,3,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5
0:19:09,687,2,2,1,3,1,4.5,3.75,2.75,4.0,3.5,4,4,4,2245,4,"A música exala confiança e celebra a importância de recompensar a si mesmo e aqueles ao redor. A melodia envolvente reflete otimismo e alegria, enquanto a mensagem destaca o prazer de compartilhar conquistas com amigos. A batida animada se harmoniza bem com uma natureza calorosa e acolhedora, promovendo vibrações positivas.",agreeableness ,5,4,4,5,4,4,4,4,3,4,4,4,"Gostei bastante, e provavelmente usaria mo meu cotidiano ",5,4,5,4,5,4,5,4,4,4,5,3,5,4,4,4,5,3
0:10:03,688,4,4,2,4,4,4.5,3.75,4.5,4.25,2.0,5,4,3,2253,5,"A intensa fusão de elementos eletrônicos e sonoridade agressiva proporciona uma experiência auditiva única. A composição complexa e os ritmos dinâmicos estimulam a mente, desafiando convenções e transportando o ouvinte para um universo sonoro inexplorado. Ideal para quem busca sons que despertam a imaginação e transcendem o comum.",openness,5,4,4,5,4,3,2,2,3,3,3,4,,5,5,5,5,5,5,2,4,3,2,2,2,2,4,4,2,2,2
0:10:03,690,3,4,1,4,5,4.5,4.25,1.25,4.75,2.25,5,5,5,2255,2,"Para quem adora momentos vibrantes e enérgicos, esta música oferece um ritmo contagiante que incentiva a dança e a interação. Sua fusão de pop e gospel cria uma atmosfera eletrizante, perfeita para estimular conversas animadas e celebrações espontâneas, tornando-se trilha sonora ideal para encontros memoráveis e experiências compartilhadas intensamente.",Extroversion,5,2,1,1,1,1,4,1,3,3,3,1,"Há adjetivos demais nas descrições das músicas, muitos repetidos em outras descrições.  ",1,2,1,1,1,2,5,5,5,5,5,5,1,1,1,1,1,1
0:10:02,695,4,4,1,3,5,4.0,4.0,4.75,4.75,3.5,5,4,5,2290,1,"Esta canção evoca empatia e conexão, transmitindo a sensação de não estar sozinho. Suas melodias suaves e letras reflexivas promovem um ambiente de compreensão e apoio. Ideal para quem valoriza a harmonia, inspira a percepção de um mundo onde a solidariedade e a esperança prevalecem, ressoando profundamente com almas compassivas.",agreeableness ,4,5,4,4,4,4,4,4,3,5,4,5,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:08:59,696,4,4,1,6,4,5.0,5.0,4.5,4.5,4.25,5,5,5,2287,4,"Com um ritmo poderoso e batidas envolventes, a música oferece uma sensação de empoderamento e libertação. As letras afirmativas e a produção magistral criam um ambiente de confiança e controle. É perfeita para canalizar emoções intensas, trazendo alívio e renovação emocional através de sua energia vigorosa e ressonante.",neuroticism  ,4,5,4,5,5,4,5,4,3,4,4,5,,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5
0:08:57,697,5,4,1,4,4,4.25,4.25,3.25,4.25,3.0,4,4,4,2280,3,"A sonoridade envolvente e o ritmo descontraído criam uma atmosfera acolhedora, ideal para momentos de serenidade e conexão interpessoal. A melodia suave e as letras evocam sentimentos de harmonia e bem-estar, refletindo uma disposição aberta e calorosa. Essa experiência musical promove alegria e a celebração de laços humanos autênticos.",agreeableness ,5,5,5,5,5,4,4,5,3,4,4,4,Ler as explicações sobre cada me música me deixou curiosa sobre o que ouviria.,5,5,5,4,4,4,5,5,4,4,2,3,5,5,4,4,2,3
0:05:07,698,4,4,1,4,5,4.5,4.75,2.25,5.0,2.0,2,3,2,2276,5,"A melodia suave e letras sinceras proporcionam um espaço acolhedor para processar emoções intensas. A música oferece uma sensação de compreensão e consolo, permitindo que o ouvinte se conecte profundamente enquanto a sonoridade calma alivia tensões internas. Ela promove reflexão emocional, autenticidade e aceitação pessoal, incentivando o autoconhecimento e serenidade.",neuroticism  ,5,5,5,4,5,4,4,4,3,4,5,5,São boas,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5
0:23:49,699,3,1,1,2,5,5.0,3.5,3.75,4.25,4.25,2,4,4,2304,3,"O ritmo pulsante contra riffs animados cria uma explosão sonora ideal para elevar qualquer ambiente festivo. A energia contagiante e as letras provocativas incentivam conversas envolventes e movimentos espontâneos. Para quem adora vibrar em grupo e responder a vibrações intensas, esta faixa é um catalisador perfeito para celebrações memoráveis.",Extroversion,4,5,4,4,4,4,5,3,3,3,4,5,"As recomendações foram boas, mas acho que as explicações poderiam ser melhores",4,3,4,4,3,3,3,3,5,3,2,4,3,4,5,4,2,4
0:05:58,700,5,4,1,2,4,4.25,3.5,1.75,4.25,4.5,4,5,5,2299,4,"Com batida energética e letra ousada, esta música promove animação e confiança. Perfeita para animar festas, seu ritmo eletrizante convida todos a dançarem e aproveitarem intensamente o momento. Transformando encontros comuns em eventos memoráveis, ela inspira a busca por aventuras e novas experiências em um clima de pura diversão e liberdade.",Extroversion,4,5,4,5,5,5,5,5,3,5,5,5,,5,4,4,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5
1:16:59,701,4,7,1,2,4,3.75,4.25,4.75,4.75,3.25,4,5,5,2324,5,"Recomendo esta faixa por sua batida cativante e presença marcante de instrumentos de percussão que criam um ritmo envolvente. Os vocais dinâmicos e refrãos repetitivos promovem uma experiência auditiva memorável. Além disso, o arranjo musical sofisticado integra habilmente elementos de soul e funk, destacando-se como um hit instantaneamente reconhecível.",feature based,5,4,4,4,4,4,4,5,3,4,4,4,"Gostei das recomendações,  faria essas escolhas se tivesse oportunidade de escolhas.",5,5,4,5,4,5,4,5,3,5,3,5,4,5,2,5,3,5
2:01:12,702,5,4,1,4,4,4.5,3.25,3.25,4.0,3.0,5,5,5,2312,5,"Esta música oferece uma energia intensa e motivadora que ressoa profundamente com emoções complexas. Seus ritmos poderosos e letras encorajadoras promovem resiliência, ajudando a transformar desafios internos em determinação. O som inspira superação, instiga confiança e proporciona uma sensação de controle em momentos difíceis. Perfeita para revitalizar e reenergizar.",neuroticism  ,5,4,5,5,5,5,5,4,3,4,4,5,"As recomendações das músicas são muito boas, com as explicações bem diretas e claras",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
0:22:42,703,3,4,1,3,4,4.0,3.5,2.25,4.0,2.75,2,3,3,2315,2,"Esta composição serena evoca emoções profundas através de suas melodias suaves e arranjos orquestrais envolventes. Sua estrutura harmônica promove uma sensação de calma e introspecção, resonando com aqueles que apreciam a beleza na simplicidade. Transmite uma atmosfera acolhedora e pacífica, ideal para momentos de reflexão e conexão emocional genuína.",agreeableness ,3,4,4,3,4,3,4,4,3,4,4,4,,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4
0:13:43,706,4,4,1,4,4,3.5,3.0,2.5,4.5,4.5,5,5,5,2329,4,"Recomendo uma eletrizante faixa de metal alternativo, onde complexos ritmos de bateria se encontram com riffs de guitarra dinâmicos e uma linha de baixo pulsante. O vocal alterna entre seções melódicas e agressivas, mantendo a atenção do ouvinte. A composição exibe variações estruturais únicas, com uma produção energética e instigante que destaca sua intensidade sonora.",feature based,5,4,5,3,3,3,5,3,3,4,4,3,,5,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5
0:10:18,707,5,4,1,4,4,4.75,3.75,3.5,4.75,3.25,2,1,1,2337,6,"Com guitarras icônicas e um ritmo energético, essa faixa cativa imediatamente. Os vocais poderosos e a melodia vibrante convidam a se levantar e dançar. Ideal para o clima de celebração, gera uma atmosfera elétrica. É um hino vibrante que conecta pessoas, perfeito para aqueles que adoram compartilhar momentos dinâmicos.",Extroversion,3,3,3,3,3,3,3,3,3,3,3,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:07:52,711,5,3,1,2,4,4.0,3.25,1.0,4.0,4.75,4,3,3,2341,4,"Energia contagiante e ritmo efervescente fazem dessa canção um hino que inspira conexão. A melodia explosiva e letras inspiradoras ressoam com a vibração dinâmica de festas e celebrações. O sentimento de liberdade e alegria que a música transmite eleva o espírito, criando momentos inesquecíveis de união e felicidade coletiva em encontros animados.",Extroversion,5,4,3,4,3,4,4,3,3,4,4,4,,4,3,5,5,5,3,4,3,5,5,5,4,4,4,4,5,5,4
0:09:07,712,4,4,1,3,5,3.0,3.75,4.25,5.0,3.0,4,4,4,2344,1,"A canção destaca-se por sua combinação única de um instrumental acústico com arranjos de bateria sutis, criando uma atmosfera envolvente. As vozes contrastantes dos dois vocalistas oferecem uma dinâmica interessante, enquanto a letra intricada e os efeitos sonoros selecionados cuidadosamente proporcionam uma experiência auditiva cativante e memorável.",feature based,5,5,5,4,4,4,4,4,3,4,5,4,,4,5,5,4,4,5,2,4,5,3,3,5,2,4,5,2,3,5
0:14:08,713,5,4,1,4,4,4.0,3.75,2.0,4.25,2.75,5,5,5,2356,1,"Com melodia cativante e letras poéticas, esta canção evoca sentimentos universais enquanto estimula a contemplação emocional. Ela convida ouvintes a explorar nuances do amor e relações, criando uma experiência sonora rica e envolvente. Sua produção inovadora e harmoniosa inspiram a reflexão sobre as complexidades da vida, tornando-a irresistivelmente enérgica e profunda.",openness,5,3,4,4,4,4,4,3,3,3,4,4,,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,4
0:07:53,717,4,4,1,1,5,4.0,3.75,3.5,4.0,3.25,3,2,2,2355,6,"Com sua intensidade emocional e riffs poderosos, esta faixa oferece uma experiência catártica, permitindo aliviar tensões internas. Sua autenticidade e energia visceral criam um espaço de reflexão e conexão, oferecendo um contraste revigorante ao cotidiano. É uma jornada musical que ressoa profundamente, enriquecendo sensibilidade e promovendo introspecção dinâmica.",agreeableness ,5,4,4,4,4,4,4,4,3,4,4,4,,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
0:09:42,718,3,4,1,4,4,4.0,3.75,4.0,4.0,2.0,5,5,4,2366,5,"Esta música oferece uma melodia envolvente e letras emocionais que ressoam profundamente, proporcionando uma sensação de compreensão e catarse. A combinação de vocais poderosos e instrumentação suave cria um ambiente introspectivo, permitindo que os ouvintes se conectem com suas emoções mais profundas e encontrem conforto, ajudando a liberar e aliviar tensões internas.",neuroticism  ,4,5,4,4,3,4,4,3,3,4,4,4,,5,4,4,5,4,5,4,3,4,5,4,5,4,3,4,5,4,4
0:17:24,721,4,4,1,1,2,2.75,4.0,3.75,4.0,2.25,5,3,3,2368,1,"Esta famosa canção dos anos 80 destaca-se pelos seus sintetizadores vibrantes e um ritmo dançante contagiante. Com vocais poderosos e uma linha de baixo marcante, a música é um ícone do pop retrô. Ela oferece um refrão memorável e uma melodia cativante que prometem envolver o ouvinte imediatamente.",feature based,3,3,4,2,3,3,2,4,3,3,3,3,,4,4,4,5,3,5,2,3,3,4,3,5,3,2,4,4,3,5
0:13:08,727,5,4,1,4,4,5.0,3.0,2.25,3.0,2.75,1,3,3,2376,3,"Com sua energia explosiva e batidas eletrizantes, esta canção incendeia o ambiente, impulsionando quem busca movimentação e envolvimento. Os vocais poderosos e o ritmo acelerado oferecem uma dose de adrenalina, ideal para aqueles que gostam de se destacar e contagiar a todos ao redor com uma presença vibrante e marcante.",Extroversion,4,4,4,3,4,4,4,4,3,4,4,4,,5,5,5,5,5,5,4,3,4,3,4,3,4,3,4,3,4,3
0:18:04,729,4,4,1,4,4,4.5,3.75,2.75,4.75,3.0,5,5,5,2382,3,"Esta icônica canção dos anos 90 é marcada por um arranjo acústico envolvente, com destaque para o som distintivo da mandolina combinado a uma linha de baixo hipnótica. A estrutura melódica cativante e o refrão facilmente reconhecível a tornam essencial para qualquer amante de músicas introspectivas e inovadoras daquela década.",feature based,4,4,4,5,5,5,5,4,3,4,4,5,Achei muito interessante as descrições das músicas. É convincente e dá vontade de ouvi-las apenas lendo cada uma. Adorei!,4,4,5,5,5,5,3,4,4,5,4,5,3,4,4,5,4,5
0:06:04,734,4,4,1,6,4,3.0,4.25,3.25,4.75,2.0,5,3,4,2389,4,"O impacto rítmico promove profunda introspecção e criatividade, evocando imagens vivas e cenas poderosas. O contraste entre simplicidade melódica e letra intensa estimula pensamentos não convencionais. A experiência auditiva convida à exploração de sons, emoções e narrativas, desafiando percepções tradicionais e celebrando a originalidade por meio de batidas inconfundíveis e provocativas.",openness,5,4,3,5,5,5,4,4,3,4,4,4,,5,4,5,5,4,5,5,4,5,5,3,5,5,3,5,5,3,5
0:18:48,735,4,4,1,4,4,3.5,3.5,4.0,4.0,2.25,4,4,4,2397,6,"Essa música oferece uma pausa suave e serena na energia intensa do cotidiano. É ideal para recarregar, proporcionando equilíbrio emocional. Os sons etéreos e melódicos estimulam um estado mental relaxado, permitindo uma reflexão interna, enriquecendo momentos de introspecção e oferecendo uma experiência calma e rejuvenescente para quem aprecia vivacidade constante.",Extroversion,4,4,4,3,4,3,4,2,3,3,4,4,,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4
0:16:43,737,4,2,1,4,4,3.5,4.0,4.25,4.5,4.0,5,5,5,2403,6,"Essa melodia vibrante levanta o astral com seu ritmo irresistível e batida contagiante. As letras transmitem paixão e alegria, oferecendo uma fuga para emoções mais leves. Sua energia positiva e envolvente promove descontração e confiança, transformando ambientes e elevando o humor, ideal para momentos de introspecção e reenergização pessoal.",neuroticism  ,4,5,4,4,3,3,4,3,3,4,4,4,"As explicações são boas, mas deixa uma dúvida sobre qual música seria e até uma certa curiosidade.",5,4,5,5,4,5,4,3,4,4,3,4,4,3,3,4,3,4
